url,name,description,star_rating,keyword_rating,total_reviews,km_from_city_center,currency,min_dorm_price,min_privates_price
https://www.hostelworld.com/st/hostels/p/7502/pickwick-hall/,Pickwick Hall,"Pickwick Hall provides accommodation for tourists, students and other people who require cheap, clean and attractive short or long-term lodging. We are situated in central London, in the famous area of Bloomsbury",8.1,Fabulous,2723,2.28,€,N/A,31.18
https://www.hostelworld.com/st/hostels/p/596/smart-camden-inn-hostel/,Smart Camden Inn Hostel,"Located in the middle of Camden Town, we’re the closest hostel to Camden Markets and if you’re angling for access to all the partying and good times you could want, without compromising on security, comfort, and cleanliness, then we’re where you want to be!...",8.1,Fabulous,3112,4.38,€,16.63,18.41
https://www.hostelworld.com/st/hostels/p/93902/prime-backpackers-angel/,Prime Backpackers Angel,The hostel is housed in a historic building in beautiful Angel (borough of Islington). Our goal is to,8.1,Fabulous,825,3.61,€,33.49,41.77
https://www.hostelworld.com/st/hostels/p/516/clink261/,Clink261,"Clink261 is a great choice for travelers seeking comfort and convenience, offering free Wi-Fi, British-themed interiors, 24/7 reception, and discounted tickets on tours and attractions.",8.0,Fabulous,443,3.24,€,25.4,34.41
https://www.hostelworld.com/st/hostels/p/530/dover-castle-hostel-and-bar/,Dover Castle Hostel and Bar,"Whether you're staying for a night or you're setting up a new life in London, the Dover Castle Hostel has it all!",8.0,Fabulous,2418,1.67,€,23.09,N/A
https://www.hostelworld.com/st/hostels/p/24068/hootananny-hostel/,Hootananny Hostel,"Hootananny is a lively hostel with spacious rooms in a traditional Edwardian public house dating back to the early 1850s. We offer large, airy, comfortable rooms and have a great reputation for a warm atmosphere and helpful staff. We're located in the heart...",8.0,Very Good,1530,4.97,€,23.09,N/A
https://www.hostelworld.com/st/hostels/p/503/st-christopher-s-inn-london-bridge/,St Christopher's Inn - London Bridge,"The best features of the property include its convenient location near attractions such as the London Eye and Tower Bridge, as well as its modern bathrooms and bedrooms and traditional pub downstairs.",7.8,Very Good,3564,1.78,€,23.82,40.89
https://www.hostelworld.com/st/hostels/p/70909/saint-james-backpackers/,Saint James Backpackers,We are located in central London - just 5 minutes walk from the station. Rated one of the best hostels i,7.8,Very Good,1935,5.53,€,28.87,28.87
https://www.hostelworld.com/st/hostels/p/23598/yha-london-central/,YHA London Central,"We offer seven floors of modern, stylish, budget accommodation and is situated just five minutes walk from Oxford Street.",7.7,Very Good,4772,2.89,€,40.41,15.39
https://www.hostelworld.com/st/hostels/p/29389/publove-the-steam-engine-waterloo/,"PubLove @ The Steam Engine, Waterloo",The heart & soul of London backpacking Pull up a bar stool and talk until morning at PubLove?s most sociable Hostel-Pub.,7.7,Very Good,435,0.46,€,27.71,29.06
https://www.hostelworld.com/st/hostels/p/8069/smart-hyde-park-view-hostel/,Smart Hyde Park View Hostel,"You can relax in Hyde Park, visit all London's attractions or go shopping on the local high street.",7.7,Very Good,4727,4.75,€,16.63,43.58
https://www.hostelworld.com/st/hostels/p/50443/queen-elizabeth-chelsea/,Queen Elizabeth Chelsea,"PLEASE NOTE WE ONLY ACCEPT GUESTS FROM THE AGE OF 18-40 with GOVERNMENT ISSUED PHOTO ID, such as driving licence, passport, national ID card. Student cards and proof of age cards are not accepted. The Queen Elizabeth Youth Hostel is located above a historic...",7.7,Very Good,3619,5.7,€,16.17,32.91
https://www.hostelworld.com/st/hostels/p/20976/st-christopher-s-hammersmith/,St Christopher's Hammersmith,"Located within walking distance of Hammersmith tube station, the Hammersmith Apollo (world-famous music venue), The River Thames,",7.6,Very Good,4334,7.48,€,21.0,29.61
https://www.hostelworld.com/st/hostels/p/29412/smart-russell-square-hostel/,Smart Russell Square Hostel,"Our hostel's centrally located with good access to all London attractions, a wonderful place to make friends.",7.6,Very Good,10134,2.57,€,16.63,29.77
https://www.hostelworld.com/st/hostels/p/271698/st-christopher-s-inn-liverpool-street/,St Christopher's Inn - Liverpool Street,"COVID 19 Policy Update. In response to Coronavirus (COVID-19), additional safety and sanitation measures",7.6,Very Good,540,3.17,€,33.69,62.03
https://www.hostelworld.com/st/hostels/p/517/smart-hyde-park-inn-hostel/,Smart Hyde Park Inn Hostel,"We offer comfortable, stylish rooms in central London, with good security, Free WI-FI. laundry facilities and more.",7.5,Very Good,6758,4.98,€,15.47,20.8
https://www.hostelworld.com/st/hostels/p/510/generator-london/,Generator London,"Generator London is a design hotel-hostel located in Russell Square in the heart of central London, a sho",7.5,Very Good,7891,2.97,€,23.09,25.4
https://www.hostelworld.com/st/hostels/p/505/st-christopher-s-camden/,St Christopher's Camden,"COVID 19 Policy Update. In response to Coronavirus (COVID-19), additional safety and sanitation measures",7.4,Very Good,4102,4.3,€,22.41,26.08
https://www.hostelworld.com/st/hostels/p/14746/book-a-bed-hostels/,Book a Bed Hostels,"If you're looking for a hostel with good value, Venture Hostel is the place to stay. Anyone travelling with a large group will love it here - our previous customers did.",7.4,Very Good,1287,6.88,€,18.45,28.87
https://www.hostelworld.com/st/hostels/p/60336/publove-the-crown-battersea/,"PubLove @ The Crown, Battersea","Our dorms are modern, cool and spotlessly clean. Our bunks have hygiene/privacy screens, dedicated power sockets, great free Wi-Fi and crisp white linen. Our top-class washrooms are private and offer shampoo, shower gel and plenty of hot water.",7.4,Very Good,321,4.68,€,19.63,19.63
https://www.hostelworld.com/st/hostels/p/501/st-christopher-s-greenwich/,St Christopher's Greenwich,"COVID 19 Policy Update. In response to Coronavirus (COVID-19), additional safety and sanitation measures",7.3,Very Good,3408,7.62,€,21.0,26.79
https://www.hostelworld.com/st/hostels/p/524/astor-victoria/,Astor Victoria,"With Victoria Station and Buckingham Palace a few minutes walk away, it is hard to beat to this location!",7.1,Very Good,15052,1.8,€,19.63,27.71
https://www.hostelworld.com/st/hostels/p/55551/safestay-london-elephant-and-castle/,Safestay London Elephant & Castle,"Safestay at Elephant & Castle is ideal if you are looking for budget accommodation in London, whether you see the sights in this amazing city or travelling with your family. If Tate Modern, the National Theatre, The Imperial War Museum, the London Aquarium,...",7.1,Very Good,5179,1.7,€,23.09,25.98
https://www.hostelworld.com/st/hostels/p/48221/phoenix-hostel/,Phoenix Hostel,"The Phoenix Bar & Hostel, housed in a homely English-style pub located between Hyde park and Regents park, the Phoenix is perfect located and walking distance to all main attractions, train stations, tubes being only 100+ yards away. We are an award winning...",7.1,Very Good,4529,4.18,€,21.94,39.26
https://www.hostelworld.com/st/hostels/p/315821/bell-house-hostel/,Bell House Hostel,"The property is around 1.1 km from Paddington Station, 2 km from Regents Park, and 2.3 km from Oxford Street.",7.1,Very Good,111,4.19,€,21.94,34.64
https://www.hostelworld.com/st/hostels/p/18420/no-8-willesden-hostel-london/,No.8 Willesden Hostel London,UNFORTUNATELY WE DO NOT HAVE THE FACILITIES TO APPROPRIATELY ACCOMMODATE GUESTS WHO NEED TO SELF ISOLATE,7.0,Very Good,5134,10.02,€,9.18,23.04
https://www.hostelworld.com/st/hostels/p/506/st-christopher-s-shepherds-bush/,St Christopher's Shepherds Bush,"COVID 19 Policy Update. In response to Coronavirus (COVID-19), additional safety and sanitation measures",7.0,Very Good,808,7.02,€,21.0,31.02
https://www.hostelworld.com/st/hostels/p/93920/safestay-london-kensington-holland-park/,Safestay London Kensington Holland Park,"Safestay Holland Park Safestay Holland Park is ideally located in the heart of London, nestled within one of the capital's most prestigious parks. This stunning hostel consists of 3 buildings, including the East Wing of the park's original Jacobean building,...",7.0,Good,1711,5.84,€,18.22,26.63
https://www.hostelworld.com/st/hostels/p/93796/publove-the-exmouth-arms-euston/,"PubLove @ The Exmouth Arms, Euston",Do Camden by day and curb side beers by night. The Exmouth Arms is an iconic Hostel-Pub situated in the Camden corner of London,6.8,Good,1098,3.39,€,19.63,19.63
https://www.hostelworld.com/st/hostels/p/39761/publove-the-white-ferry-victoria/,"PubLove @ The White Ferry, Victoria","Walk to the river, turn left, and just keep walking? Stay at The White Ferry House and ?nd yourself in an oasis of calm in a beautiful London backstreet.",6.7,Good,387,2.39,€,19.63,19.63
https://www.hostelworld.com/st/hostels/p/285882/mornington-camden/,Mornington Camden,"Close to Central London and the Metro, a beautiful luxurious new Women only Hostel, with a hotel like atmosphere. Family Staff, a great price all inclusive, you will love staying here.",6.6,Good,56,4.09,€,34.64,N/A
https://www.hostelworld.com/st/hostels/p/39493/london-waterloo-hostel/,London Waterloo Hostel,"All guest receive Free WIFI, Free lockers AND Free LINEN...Located in zone 1 and only 15 minutes walk fro",6.5,Good,2556,0.65,€,23.09,28.87
https://www.hostelworld.com/st/hostels/p/91108/no-8-seven-sisters/,No.8 Seven Sisters,"No.8 is a Unique Brand of Hostels developed and delicately integrated within Traditional Old English Pubs. For Facilities, Customer Service & Affordability it must be No.8!",6.3,Good,4105,9.04,€,9.76,N/A
https://www.hostelworld.com/st/hostels/p/21953/publove-the-green-man-paddington/,"PubLove @ The Green Man, Paddington","Where it all began - PubLove was born here in 2007. Loved by backpackers for well over a decade, The Green Man is the original Hostel-Pub and the ideal base for your London adventure.",6.0,,455,4.33,€,19.63,20.78
https://www.hostelworld.com/st/hostels/p/4483/kensal-green-backpackers/,Kensal Green Backpackers,"Situated just 10 mins from the Carnvial, the prices include free linen rental.",5.1,,3734,8.23,€,20.78,76.21
https://www.hostelworld.com/st/hotels/p/529/london-house-hotel/,London House Hotel,Looking for a quiet and relaxed stay only minutes from Bayswater and Hyde Park? You've found it with us!,10,Superb,1383,5.26,€,N/A,72.17
https://www.hostelworld.com/st/hotels/p/13337/marble-arch-inn/,Marble Arch Inn,"Modern, newly refurbished hotel with a warm, friendly hospitality which is second to none, matching the stylish facilities and quality service to the perfect location.",9.1,Superb,231,3.51,€,N/A,52.54
https://www.hostelworld.com/st/hotels/p/47955/britannia-inn-hotel/,Britannia Inn Hotel,The Britannia Inn Hotel has 'Premier Quality' Rooms all en-suite with power showers and some with baths.,8.7,Fabulous,23,14.51,€,N/A,153.57
https://www.hostelworld.com/st/hotels/p/10143/park-hotel-essex/,Park Hotel Essex,"The Park Hotel is suited opposite Valentines Park, which is beautiful and well cared for, covering over 136 acres...",8.0,Fabulous,109,24.13,€,N/A,21.94
https://www.hostelworld.com/st/hotels/p/5585/enrico-hotel/,Enrico Hotel,"Enrico Hotel is the ideal choice for the budget conscious traveller, wanting clean, low cost accommodation within easy reach of all London has to offer...",7.5,Very Good,177,2.02,€,N/A,46.19
https://www.hostelworld.com/st/hotels/p/4077/macdonald-hotel/,MacDonald Hotel,"Small but unpretentious hotel with all you need, comfortable bedding and a friendly welcome, close to St Pancras train station, very well located for visiting London.",7.0,Very Good,259,3.27,€,N/A,38.1
https://www.hostelworld.com/st/hotels/p/290937/paramount-hotel/,Paramount Hotel,"Paramount Hotel, a family-owned Victorian town-house in a prime area in London, within easy reach of all the city's attractions.",6.6,Good,42,5.67,€,N/A,25.98
https://www.hostelworld.com/st/hotels/p/11708/beaconsfield/,Beaconsfield,"Beaconsfield is a basic, budget hotel, situated in Harringey on Green Lanes (A105) within 100 yards of Haringey Green Lane...",6.6,Good,30,8.59,€,N/A,34.06
https://www.hostelworld.com/st/hotels/p/319783/zedwell-piccadilly-circus/,Zedwell Piccadilly Circus,"Marvel at the iconic Big Ben and Westminster Abbey (1.5km), explore the Churchill War Rooms' historical depths (1km) and meander along the picturesque River Thames (1.2km).",6.1,Good,2,1.63,€,N/A,72.17
https://www.hostelworld.com/st/hotels/p/8503/tony-s-house-hotel/,Tony's House Hotel,"Welcome to Tony's House, London, situated in the heart of one of the most beautiful capitals in Europe...",6.0,Good,433,4.3,€,N/A,30.02
https://www.hostelworld.com/st/hotels/p/5107/hyde-park-court-hotel/,Hyde Park Court Hotel,Our location allows easy accessibility to all major parts of London whether the purpose of your stay is business or pleasure,5.7,,139,4.28,€,N/A,36.08
https://www.hostelworld.com/st/hotels/p/27551/city-hotel-carlton/,City Hotel Carlton,"Carlton hotel is conveniently situated within walking distance of famous landmarks such as Buckingham palace, Westminster Abbey, The House of Parliament, Trafalgar square and many more.",5.6,,50,1.81,€,N/A,35.51
https://www.hostelworld.com/st/hotels/p/308375/colliers-hotel/,Colliers Hotel,"With a great location, Colliers Hotel offers private rooms in London with competitive prices.",5.1,,9,2.08,€,N/A,33.49
https://www.hostelworld.com/st/hotels/p/308621/hotel-shepherds-bush-london/,Hotel Shepherds Bush London,"Well set in London, Hotel Shepherds Bush London offers private accommodation with great value!",5.1,,1,7.58,€,N/A,63.74
https://www.hostelworld.com/st/hotels/p/24750/chester-hotel/,Chester Hotel,Chester Hotel is in a perfect location in London. We are just moments away from Victoria Station and we are surrounded by many restaurants all with excellent cuisine. Easy access from Stansted and Gatwick Airport and King's Cross St Pancras station.,4.9,,172,1.86,€,N/A,31.75
https://www.hostelworld.com/st/hotels/p/266789/kip-hotel/,Kip Hotel,Kip is a new hotel offering stylish accommodation at an affordable cost. Kip is located in the heart of Hackney a vibrant and exciting part of London.,4.6,,56,6.75,€,N/A,36.57
https://www.hostelworld.com/st/hotels/p/318378/europa-house-hotel/,Europa House Hotel,"Stroll through beautiful Hyde Park (2km), visit Buckingham Palace (4km), and shop on Oxford Street (3km) and Covent Garden (4km).",3.7,,1,4.19,€,N/A,21.94
https://www.hostelworld.com/st/hotels/p/306595/belgravia-hotel/,Belgravia Hotel,"Belgravia Hotel ia ideally situated in central London, the bright and modern Belgravia Hotel offers a 24-hour front desk. In chic Belgravia, the basic townhouse hotel is just 5 minutes' walk from Victoria Railway Station and 1 minute from Victoria Coach Station....",2.0,,9,2.39,€,N/A,49.85
https://www.hostelworld.com/st/hotels/p/10144/cranbrook-hotel/,Cranbrook Hotel,The Cranbrook Hotel is ideally situated for both businesses and recreational purposes...,0.0,,58,14.79,€,N/A,38.1
https://www.hostelworld.com/st/hotels/p/6252/hanover-hotel/,Hanover Hotel,"This 3* Hotel is a budget accommodation hotel located in the heart of London, within easy access to all major London Tourist attractions - Big Ben, House of Parliament, Tate Gallery, Buckingham Palace",0.0,,46,2.1,€,N/A,258.51
https://www.hostelworld.com/st/hotels/p/267341/the-dover/,The Dover,"The Dover is a hotel near Victoria Station in the heart of Central London offers quality inexpensive accommodation, where you can base your visit to London, whether it be for business or pleasure.",0.0,,4,1.94,€,N/A,68.7
https://www.hostelworld.com/st/hotels/p/298030/city-space/,City Space,CityHotel is well connected via mainline rail with modern private rooms.,0.0,,1,1.61,€,N/A,65.73
https://www.hostelworld.com/st/hotels/p/295852/park-hotel/,Park Hotel,"Park Hotel is located in the heart of Westminster close to all attractions London has to offer, featuring a 24 hour reception desk and free WiFi.",N/A,N/A,,4.85,€,N/A,46.19
https://www.hostelworld.com/st/hotels/p/309493/urban-stay-oxford-gardens-apartments/,Urban Stay Oxford Gardens Apartments,Urban Stay Oxford Gardens Apartments offers private accommodation in London with great valeu!,N/A,N/A,,6.86,€,N/A,214.77
https://www.hostelworld.com/st/hotels/p/321311/the-brent-hotel/,The Brent Hotel,"The Brent Hotel has 14 rooms and is set in a quiet location, a 45-minute tube ride from central London!!",N/A,N/A,,14.8,€,N/A,62.45
https://www.hostelworld.com/st/hotels/p/305734/wellesley-hotel/,Wellesley Hotel,"Wellesley Hotel is located 10km from London city airport, featuring free WiFi with clean and comfortable accommodation.",N/A,N/A,,14.67,€,N/A,38.49
https://www.hostelworld.com/st/bed-and-breakfasts/p/290938/23-matheson-road/,23 Matheson Road,23 Matheson Road Guesthouse is based in a pretty Victorian town house on a quiet street in West London.,8.6,Fabulous,10,6.21,€,N/A,28.87
https://www.hostelworld.com/st/bed-and-breakfasts/p/287321/barry-house/,Barry House,"Paddington and Lancaster Gate underground stations are just two minutes walk away from Barry House, a Central London bed and breakfast offering family friendly accommodation.",6.0,Good,16,4.18,€,N/A,31.18
https://www.hostelworld.com/st/bed-and-breakfasts/p/64748/aron-guest-house/,Aron Guest House,"Aron Guest House provides an excellent base, whether as a tourist looking to explore the various sights and sounds which London has to offer or for business travelers needing a comfortable retreat.",2.0,,27,13.14,€,N/A,30.31
https://www.hostelworld.com/st/bed-and-breakfasts/p/81121/fairway-hotel/,Fairway Hotel,"Comfortable family run B&B hotel , very centrally located in Central London just opposite Kings Cross St Pancras International stations. The Fairway Hotel facade is part of an elegant row of Georgian houses.",0.0,,44,3.3,€,N/A,35.51
