url,name,description,star_rating,keyword_rating,total_reviews,km_from_city_center,currency,min_dorm_price,min_privates_price
https://www.hostelworld.com/st/hostels/p/15204/nx-london-hostel/,NX London Hostel,"NX London Hostel offers a variety of rooms, including small dorms and private rooms. It features free Wi-Fi, complimentary breakfast, lockers, and ear plugs. It also has a pub next door with live music and sports events.",8.2,Fabulous,2030,6.15,€,18.01,15.7
https://www.hostelworld.com/st/hostels/p/63112/the-backpackshack/,The Backpackshack,"The property offers a range of amenities, including a traditional English pub, double and twin rooms, shared rooms, free WIFI, a kitchen, bathrooms with hot water, and a nearby supermarket. It also allows check-in from 9:00 to 24:00.",8.2,Fabulous,788,10.86,€,N/A,23.09
https://www.hostelworld.com/st/hostels/p/6996/yha-london-oxford-street/,YHA London Oxford Street,YHA Oxford Street offers a quiet escape from the city and various rooms with shared facilities. Free Wi-Fi in communal areas and a £5.95 breakfast price are available.,9.0,Fabulous,4671,2.14,€,34.64,28.87
https://www.hostelworld.com/st/hostels/p/596/smart-camden-inn-hostel/,Smart Camden Inn Hostel,"Located in the middle of Camden Town, we’re the closest hostel to Camden Markets and if you’re angling for access to all the partying and good times you could want, without compromising on security, comfort, and cleanliness, then we’re where you want to be!...",8.1,Fabulous,3112,4.38,€,16.63,18.41
https://www.hostelworld.com/st/hostels/p/523/astor-kensington/,Astor Kensington,"Located a short walk from Notting Hill, Hyde Park and Kensington Palace (home of William, Kate, and the Royal Babies!) it is easy to see why so many people fall in love with this neighbourhood.",8.6,Fabulous,6555,4.92,€,20.78,17.9
https://www.hostelworld.com/st/hostels/p/6981/yha-london-earls-court/,YHA London Earls Court,"YHA London Earl's Court offers a convenient base for exploring London with easy access to Heathrow and Gatwick, as well as nearby attractions like the Royal Albert Hall, Natural History Museum",9.2,Superb,1476,5.14,€,28.87,19.25
https://www.hostelworld.com/st/hostels/p/520/astor-museum-inn/,Astor Museum Inn,"This hostel's great location near the British Museum, 24-hour reception, CCTV, storage lockers, free WiFi, dining room, common area, lounge with sofas, free city maps, and discounts",8.4,Fabulous,9391,2.24,€,21.94,46.19
https://www.hostelworld.com/st/hostels/p/504/st-christopher-s-oasis-female-only/,St Christopher's Oasis-Female Only,"The Oasis offers a tranquil and comfortable stay for female travelers, with amenities like cosy pillows, hair-dryers, towels, bed linen and mirrors. Guests can enjoy a continental breakfast and the convenience of being a 2 minute walk from two tube stations.",8.3,Fabulous,784,1.77,€,28.06,47.94
https://www.hostelworld.com/st/hostels/p/93902/prime-backpackers-angel/,Prime Backpackers Angel,The hostel is housed in a historic building in beautiful Angel (borough of Islington). Our goal is to,8.1,Fabulous,825,3.61,€,33.49,41.77
https://www.hostelworld.com/st/hostels/p/7000/yha-london-thameside/,YHA London Thameside,"High standard of living for the budget traveller. All our rooms have excellent en-suite facilities. We are suitable for all, groups, individuals or a families.",8.7,Fabulous,532,4.93,€,25.4,13.48
https://www.hostelworld.com/st/hostels/p/7010/kabannas-london-st-pancras/,Kabannas London St Pancras,We're a four-star hostel at the heart of the bus and underground networks making it easy to travel around the city.,8.3,Fabulous,2937,3.27,€,32.33,57.16
https://www.hostelworld.com/st/hostels/p/6977/yha-london-st-pauls/,YHA London St Pauls,"YHA London St Pauls offers a unique experience with its location opposite St. Paul's Cathedral and close to many of London's top attractions. It also has a range of activities like free walking tours, pub crawls, group trips to West End shows, and more.",8.7,Fabulous,2102,1.86,€,34.64,17.32
https://www.hostelworld.com/st/hostels/p/98066/park-villa/,Park Villa,"Park Villa offers luxurious accommodation with customised bunk bed pods, grand plantation shutters and oak wood floors. It also features a secure environment with electronic entry systems, cameras and reception.",8.8,Fabulous,925,6.32,€,28.37,43.23
https://www.hostelworld.com/st/hostels/p/317332/litsa-s-central-studios/,Litsa's Central Studios,"The hostel's proximity to Paddington Station is a major perk, as guests can easily reach other parts of London via the underground, buses, or trains. Oxford Street, one of the city's premier shopping destinations",10,Superb,1,4.32,€,N/A,984039.53
